feature,importance
success_rate,0.8049067729509936
agency_score,0.10436740857613318
error_rate,0.03772831603958989
tracking_error,0.013339711636969316
latency_ms,0.011989396204995886
fps,0.01053742694556103
task_completion_time,0.0038454114052710723
frustration,0.00329546786338116
presence_score,0.003016429914142055
gsr,0.0023027245836384764
heart_rate,0.0019114087395555957
effort,0.0016317324554238459
mental_demand,0.0011277926843449666
